UID,Date,Ticker,Sentiment,Reason
2197,2015-03-26,SWKS,Bearish,"Skyworks Solutions is reported to be trading down by 4.8%, indicating a negative performance on the day."
2198,2015-03-26,CMCSA,Neutral,The news item reports a slight positive price movement for Comcast Corporation after hours but lacks significant directional impact or catalyst.
2199,2015-03-26,CMCSA,Slightly Bearish,"Comcast Corp. is mentioned as intending to take legal action against the FCC, which suggests potential regulatory challenges."
2200,2015-03-26,INCY,Neutral,Incyte Corporation is mentioned as part of the Health Care sector without any specific positive or negative information provided.
2201,2015-03-26,AMGN,Slightly Bullish,"Amgen Inc. shares are reported to have crossed a 2% yield mark, which is a positive signal for dividend-focused investors."
2202,2015-03-26,CMCSA,Slightly Bearish,"Comcast Corp. is reported to be trading down by about 1.1%, indicating a slight negative performance."
2203,2015-03-26,SBUX,Slightly Bullish,"Starbucks Corporation is mentioned as expanding its breakfast-sandwich offerings with a goal to double food sales, indicating potential growth."
2204,2015-03-26,EBAY,Bearish,"eBay's PayPal is reported to settle with the U.S. Treasury for sanctions violations costing $7.7 million, reflecting negatively on the company."
2205,2015-03-26,ADP,Neutral,"Automatic Data Processing, Inc. is mentioned in relation to another company's dividend without any specific positive or negative information about ADP itself."
2206,2015-03-26,MU,Bearish,"Micron Technology, Inc. is reported to be trading down by $1.109, indicating a negative price movement in pre-market trading."
2207,2015-03-26,AMGN,Bearish,"Amgen's efforts to block a biosimilar drug were denied by a U.S. judge, which is a negative development for the company."
2208,2015-03-27,MNST,Slightly Bullish,"Monster Beverage Corporation is reported to have gained market share in the soda industry, indicating a positive development."
2209,2015-03-27,SWKS,Bullish,"Skyworks Solutions is reported to be up by about 5% on the day, indicating a strong positive performance."
2210,2015-03-27,SWKS,Bearish,"Skyworks Solutions shares are reported to be down by 2.7%, reflecting a negative performance in the semiconductor sector."
2211,2015-03-27,EXC,Slightly Bearish,"Exelon Corporation is reported to have lost 1% in stock value, indicating a slight negative performance."
2212,2015-03-27,TMUS,Neutral,T-Mobile US Inc. is mentioned in relation to promoting open telecommunications without specific positive or negative impact on the company.
2213,2015-03-27,CMCSA,Neutral,Comcast Corporation is mentioned in relation to a dividend payment without any specific positive or negative sentiment toward the stock.
2214,2015-03-27,TMUS,Slightly Bullish,"T-Mobile US, Inc. is offering competitive pricing for Samsung Galaxy S6 models, which could attract customers and boost sales."
2215,2015-03-27,TMUS,Slightly Bullish,"T-Mobile US, Inc. unveiled its Un-carrier 9.0 initiative aimed at revolutionizing the business market, indicating potential growth."
2216,2015-03-27,CMCSA,Slightly Bearish,"Comcast Corp. is reported to be considering legal action against the FCC, suggesting potential regulatory challenges."
2217,2015-03-27,COST,Neutral,The news item discusses the relationship between Costco and American Express without a clear positive or negative impact on Costco itself.
2218,2015-03-27,CMCSA,Neutral,Comcast Corporation is mentioned in relation to a dividend payment without any specific positive or negative sentiment toward the stock.
2219,2015-03-27,DISH,Neutral,Dish Network Corp is mentioned as a competitor in the cable industry without specific positive or negative information about the company itself.
2220,2015-03-27,EXC,Slightly Bullish,"Exelon Corporation is mentioned among utilities adopting cleaner power solutions, which is a positive step in line with environmental regulations."
2221,2015-03-27,CMCSA,Neutral,The news item reports no change in stock price and provides neutral trading volume data without clear directional impact.
2222,2015-03-27,CHTR,Bullish,Warren Buffett's significant increase in stake by 25% and speculation of a potential buyout indicate positive sentiment for Charter Communications.
2223,2015-03-27,BMRN,Strongly Bullish,A 12% surge in stock price due to rumors of being a takeover target reflects a strong positive catalyst for BioMarin Pharmaceuticals.
2224,2015-03-27,EA,Bullish,Electronic Arts topping the Nasdaq 100 best performers with a 3.0% gain and a 22.8% year-to-date increase indicates positive momentum.
2225,2015-03-27,CTSH,Slightly Bearish,The mention of increasing competition from Cognizant Technology Solutions as a challenge to Accenture suggests slight downside risk.
2226,2015-03-27,ADP,Neutral,The news about a scheduled ex-dividend date for Pegasystems with a mention of ADP provides no directional impact on ADP's stock.
2227,2015-03-27,ADP,Neutral,The report of a scheduled ex-dividend date for Monotype Imaging with a mention of ADP offers no specific impact on ADP's sentiment.
2228,2015-03-27,BMRN,Strongly Bullish,A 12.9% increase in BioMarin Pharma's stock price as a leader in the drugs sector indicates a strong positive performance.
2229,2015-03-27,GILD,Strongly Bullish,Approval of Gilead's hepatitis C drug Sovaldi in Japan marks a significant positive catalyst for market expansion.
2230,2015-03-27,EBAY,Neutral,The mention of eBay in the context of Amazon's Prime Now expansion provides no specific positive or negative impact on eBay.
2231,2015-03-27,PEP,Slightly Bullish,Pepsi overtaking Diet Coke to become the #2 soda brand suggests a slight positive development despite overall volume declines.
2232,2015-03-27,SBUX,Neutral,The mention of Starbucks in relation to Nathan's Famous ex-dividend date provides no specific impact on Starbucks' sentiment.
2233,2015-03-27,AMGN,Slightly Bullish,The commentary on Amgen as a safer biotech with reasonable valuations and higher growth suggests a slightly positive outlook.
2234,2015-03-27,AMAT,Bullish,The positive outlook on Applied Materials as a turnaround tech stock poised for big gains reflects a favorable sentiment.
2235,2015-03-27,BMRN,Strongly Bullish,A nearly 8% price increase and a 'buy range' recommendation indicate strong positive sentiment for BioMarin Pharmaceutical.
2236,2015-03-27,QCOM,Neutral,A minor 0.3% increase in Qualcomm's stock price within an ETF context provides no strong directional signal.
2237,2015-03-27,GILD,Slightly Bullish,The mention of Gilead as a safer biotech with reasonable valuations suggests a slightly positive outlook amidst a pullback.
2238,2015-03-28,GILD,Neutral,The discussion of experimental drugs potentially eclipsing Harvoni's launch does not directly impact Gilead's current sentiment.
2239,2015-03-28,AMGN,Neutral,The focus on Obamacare-related stocks does not provide a specific directional impact on Amgen's sentiment.
2240,2015-03-28,GILD,Neutral,"The general caution about small-cap biotechs does not specifically target Gilead, resulting in a neutral sentiment."
2241,2015-03-28,TMUS,Neutral,"The discussion of T-Mobile's 'Business Un-Carrier' plan lacks specific positive or negative outcomes, leading to a neutral sentiment."
2242,2015-03-28,AMGN,Bullish,The potential for Repatha to achieve a significant launch with a high price tag and wide patient base suggests positive upside for Amgen.
2243,2015-03-28,BIIB,Neutral,"The news item does not provide specific information or impact related to Biogen, resulting in a neutral sentiment."
2244,2015-03-28,CMCSA,Bearish,"The news about free HDTV channels as an alternative to cable suggests potential loss of customers for Comcast, indicating downside risk."
2245,2015-03-28,DISH,Slightly Bullish,The introduction of SlingTV as a competitive streaming service suggests slight upside potential for Dish Network amidst cable industry challenges.
2246,2015-03-28,DISH,Slightly Bullish,The mention of Dish's Sling TV as a comparable live TV service to Apple's potential offering indicates slight positive positioning.
2247,2015-03-28,TMUS,Neutral,The survey results on wireless brands do not provide a clear positive or negative sentiment specifically for T-Mobile.
2248,2015-03-28,DISH,Slightly Bullish,The mention of Dish's Sling TV as an affordable option for live sports and channels suggests slight positive sentiment for cord-cutters.
2249,2015-03-29,DISH,Neutral,"The comparison between Dish's Sling TV and Sony's PlayStation Vue does not clearly favor Dish, resulting in a neutral sentiment."
2250,2015-03-29,GILD,Slightly Bullish,Inclusion of Gilead Sciences as a recommended dividend stock by Motley Fool suggests a slightly positive investment outlook.
2251,2015-03-29,GILD,Bullish,The news highlights Gilead Sciences as one of the best healthcare dividend stocks with profit growth and dividend safety.
2252,2015-03-29,TMUS,Neutral,"The news focuses on Microsoft Surface and Intel processors, with no direct mention or impact on TMUS."
2253,2015-03-29,MU,Strongly Bullish,"The news describes Micron's 3D NAND technology as a game-changer, enabling the highest-density flash device ever developed."
2254,2015-03-29,BIIB,Neutral,The news mentions Biogen's Alzheimer's drug candidate but highlights challenges in drug development without a clear positive or negative outcome.
2255,2015-03-29,CMCSA,Bearish,"The news criticizes Comcast's customer service issues, indicating broader industry problems that reflect negatively on the company."
2256,2015-03-30,ADBE,Bullish,"The news suggests optimism about Adobe's growth in its Creative Cloud subscription base, implying potential for investor satisfaction."
2257,2015-03-30,SBUX,Neutral,The news discusses stock options for Starbucks without providing a clear directional signal on the company's performance or outlook.
2258,2015-03-30,ROST,Neutral,The news lists Ross Stores among better-ranked retail discount stocks but provides no specific positive or negative details about the company.
2259,2015-03-30,BIDU,Slightly Bullish,"The news reports a service-partner agreement with ChinaNet and a slight stock price increase, indicating a minor positive development for Baidu."
2260,2015-03-30,BIIB,Bullish,"The news highlights Biogen's marketing application for Zinbryta being under review in the EU, suggesting potential for future approval and growth."
2261,2015-03-30,MU,Neutral,The news mentions Micron's after-hours trading activity with a slight price increase but lacks significant directional impact or catalyst.
2262,2015-03-30,CMCSA,Slightly Bullish,"The news suggests potential upside for subscribers of a combined Comcast/Time Warner Cable entity, though the company needs to make a stronger case."
2263,2015-03-30,CMCSA,Slightly Bullish,"The news includes Comcast as a top holding in a well-performing ETF, indicating positive market sentiment toward the stock."
2264,2015-03-30,GILD,Strongly Bullish,"The news announces the approval of Gilead's hepatitis C drug Sovaldi in Japan, marking a significant positive catalyst for the company."
2265,2015-03-30,GILD,Strongly Bullish,"The news highlights Gilead Sciences' significant past growth and potential to double in value based on its PEG ratio, indicating strong upside."
2266,2015-03-30,ADI,Strongly Bullish,"The news reports a stock surge for Analog Devices following an upgrade by Barclays due to expected use in Apple's Force Touch feature, a major positive catalyst."
2267,2015-03-30,EBAY,Neutral,The news mentions eBay's PayPal as a competitor in the messaging payment market but provides no specific positive or negative impact on the company.
2268,2015-03-30,AMGN,Neutral,The news discusses a biosimilar to Amgen's Epogen but focuses on Hospira's application without direct impact on Amgen's performance.
2269,2015-03-30,PAYX,Neutral,The news mentions Paychex as part of the finance sector but focuses on ABM Industries' dividend without specific impact on Paychex.
2270,2015-03-30,PAYX,Neutral,The news mentions Paychex as part of the technology sector but focuses on Rent-A-Center's dividend without specific impact on Paychex.
2271,2015-03-30,BMRN,Strongly Bullish,"The news reports a significant 11.5% stock price increase for BioMarin, indicating strong positive market sentiment."
2272,2015-03-30,PEP,Bearish,"The news highlights declining soda consumption and Pepsi's volume sales drop of 1.4%, reflecting negative pressure on the company."
2273,2015-03-30,PAYX,Neutral,"The news provides no specific information or catalyst related to Paychex, lacking any directional signal."
2274,2015-03-30,ADI,Strongly Bullish,"The news reports Analog Devices as a top performer in the S&P 500 with a 9.3% increase, indicating strong positive momentum."
2275,2015-03-30,ADI,Strongly Bullish,"The news highlights Analog Devices as a top performer in the Nasdaq 100 with a 9.6% increase, reflecting strong positive market sentiment."
2276,2015-03-30,DISH,Slightly Bearish,"The news suggests DISH faces challenges with content access and mixed reviews for Sling TV, indicating slight downside risk compared to competitors."
2277,2015-03-30,PEP,Slightly Bullish,"The news reports Pepsi overtaking Diet Coke to secure the number two spot among soda brands, indicating a minor positive development."
2278,2015-03-30,MNST,Bullish,"The news highlights Monster Beverage gaining market share in the soda industry, reflecting positive growth compared to larger competitors."
2279,2015-03-30,BMRN,Bullish,"The news identifies BioMarin as a potential buyout target and a solid company, suggesting positive investor sentiment and upside potential."
2280,2015-03-30,ADSK,Slightly Bullish,"The news mentions Autodesk's after-hours trading activity and a 'buy range' recommendation, indicating a slight positive sentiment."
2281,2015-03-30,AMGN,Slightly Bullish,"Amgen Inc. is reported to be up by about 0.8%, indicating a slight positive movement in its stock price."
2282,2015-03-30,TMUS,Bullish,"T-Mobile U.S. Inc. unveiled the 'Un-Carrier for Business' plan, which suggests a positive strategic move to enhance business prospects."
2283,2015-03-31,ROST,Neutral,"Ross Stores Inc. is mentioned as a better-ranked stock with a Zacks Rank #2 (Buy), but there is no specific positive or negative news about the company itself."
2284,2015-03-31,ADI,Strongly Bullish,"Analog Devices shares climbed more than 10% following an upgrade from Equal Weight to Overweight by Barclays, indicating a strong positive catalyst."
2285,2015-03-31,CHTR,Bullish,"Charter Communications is higher by about 6.9% on the day, reflecting a moderately positive performance."
2286,2015-03-31,GILD,Neutral,"Gilead Sciences is mentioned as a factor in the Medical sector's growth due to easy comparisons, with no specific positive or negative news about the company."
2287,2015-03-31,GILD,Neutral,"Gilead Sciences is again noted for its role in sector growth due to easy comparisons, without specific directional news about the company."
2288,2015-03-31,GILD,Slightly Bearish,"Gilead Sciences' drugs Sovaldi and Harvoni are highlighted for their high cost, which could increase medical costs for insurers, suggesting a slight negative impact."
2289,2015-03-31,EXC,Slightly Bearish,"Exelon Corp. is lower by about 0.2%, indicating a slight negative movement in its stock price."
2290,2015-03-31,COST,Bearish,"Costco's breakup with American Express is seen as potentially negative, with a significant impact due to cardholders accounting for 10% of Amex cards issued."
2291,2015-03-31,QCOM,Slightly Bullish,"Qualcomm Inc. is making its presence felt in the IoT market through acquisitions, suggesting a slight positive strategic development."
2292,2015-03-31,CHTR,Bullish,"Charter Communications topped the list of best-performing Nasdaq 100 components, trading up 6.5%, indicating a moderately positive performance."
2293,2015-03-31,CHTR,Strongly Bullish,"Charter Communications is up 12.6% in pre-market trading, reflecting a significant positive price movement."
2294,2015-03-31,BIIB,Bullish,"Biogen's biosimilar candidate SB2 has been accepted for review by the EMA, indicating a positive regulatory development."
2295,2015-03-31,EBAY,Slightly Bullish,"eBay Inc. is testing eBay Hire to connect products to service providers, suggesting a slight positive innovation in its business model."
2296,2015-03-31,CSX,Neutral,"CSX Corp. is mentioned in comparison to Union Pacific's asset structure, with no specific positive or negative news about the company."
2297,2015-03-31,CMCSA,Slightly Bearish,"The delay in the FCC's decision on the Comcast/Time Warner Cable merger is not seen as a positive sign, suggesting slight downside risk."
2298,2015-03-31,QCOM,Slightly Bullish,"Qualcomm is up by about 0.7% in morning trading, indicating a slight positive movement in its stock price."
2299,2015-03-31,MU,Slightly Bullish,"Micron Technology unveiled a new 3D NAND technology with Intel, suggesting a slight positive development for future demand."
2300,2015-03-31,AMGN,Bullish,"Amgen Inc. received FDA priority review for Kyprolis, indicating a positive regulatory catalyst for expanded use."
2301,2015-03-31,INCY,Bullish,"Incyte Corp. signed a lucrative research deal with Agenus for co-developing drug candidates, reflecting a positive strategic partnership."
2302,2015-04-01,MU,Bullish,"Micron Technology shares jumped as much as 6% after strong results, indicating a moderately positive earnings performance."
2303,2015-04-01,MU,Neutral,"Micron Technology is reporting earnings with mixed historical performance against expectations, providing no clear directional signal."
2304,2015-04-01,MU,Slightly Bullish,"Micron Technology shows historical potential for additional gains post-earnings in extended hours, suggesting a slight positive outlook."
2305,2015-04-01,MU,Slightly Bullish,"Micron Technology is up 0.57 in after-hours trading, indicating a slight positive movement in stock price."
2306,2015-04-01,TSCO,Neutral,"Tractor Supply Company is mentioned as a stock worth considering with a Zacks Rank #2 (Buy), but no specific news or catalyst is provided."
2307,2015-04-01,BIDU,Bullish,"Baidu Inc. is making steady gains in the Chinese market as online shopping increases, indicating a moderately positive trend."
2308,2015-04-01,ROST,Neutral,"Ross Stores Inc. is listed as a stock to consider in the retail sector, but no specific positive or negative news is provided."
2309,2015-04-01,BIIB,Bearish,"Biogen Idec Inc. decreased by 2.2%, reflecting a moderately negative movement in stock price."
2310,2015-04-01,BIIB,Slightly Bullish,"Biogen's experimental MS treatment Zinbryta is under review in the EU, suggesting a slight positive regulatory development."
2311,2015-04-01,MU,Slightly Bullish,"The summary highlights Micron as well-positioned in tech with a modest valuation, suggesting a positive outlook."
2312,2015-04-01,BIIB,Neutral,The summary mentions optimism for a competing drug but does not provide a clear directional signal for Biogen itself.
2313,2015-04-01,QCOM,Bullish,"The summary emphasizes Qualcomm's benefit from the mobile revolution and potential value increase in chips, indicating a positive outlook."
2314,2015-04-01,ADBE,Neutral,The summary discusses Microsoft's Surface 3 and Windows 10 but does not mention Adobe or provide a directional signal for it.
2315,2015-04-01,ROST,Bullish,"The summary highlights Ross Stores as a better-ranked stock in the retail sector with a significant dividend hike, indicating a positive outlook."
2316,2015-04-01,QCOM,Neutral,The summary lists Qualcomm as a potential suitor for acquisitions but lacks a clear positive or negative catalyst for the company itself.
2317,2015-04-01,QCOM,Strongly Bullish,"The summary notes an upgrade to a 'Buy' rating and raised financial outlook for Qualcomm, indicating a strong positive catalyst."
2318,2015-04-01,ADP,Slightly Bearish,"The summary reports weaker-than-expected job growth data from ADP, suggesting a slight negative impact."
2319,2015-04-01,DISH,Slightly Bearish,The summary discusses challenges with a la carte pricing that could negatively impact DISH Network's business model.
2320,2015-04-01,BMRN,Neutral,"The summary mentions uncertainty around clinical data and CEO exit at a competitor, with no clear directional impact on BioMarin."
2321,2015-04-01,EA,Bullish,"The summary highlights Electronic Arts' record-high profit margin and significant gameplay hour increase, indicating a positive outlook."
2322,2015-04-01,SBUX,Neutral,The summary mentions Starbucks in the context of an April Fool's prank without a clear positive or negative impact on the company.
2323,2015-04-01,AMGN,Neutral,The summary mentions Coherus BioSciences' stock offering but does not provide a direct impact or catalyst for Amgen.
2324,2015-04-01,AMGN,Neutral,The summary lists Amgen among companies with pipeline updates but lacks specific positive or negative details about the updates.
2325,2015-04-01,VRTX,Slightly Bearish,"The summary reports a 2.7% decrease in Vertex Pharmaceuticals' stock, indicating a slight negative impact."
2326,2015-04-01,CHTR,Bullish,"The summary highlights Charter Communications' acquisition of Bright House Networks, suggesting a positive growth catalyst."
2327,2015-04-01,TMUS,Neutral,The summary discusses tech moves at Facebook and Twitter but does not mention T-Mobile or provide a directional signal for it.
2328,2015-04-01,BMRN,Slightly Bullish,"The summary notes BioMarin's progress with a rolling NDA submission for a DMD candidate, suggesting a slight positive development."
2329,2015-04-01,QCOM,Neutral,The summary lists Qualcomm as a stock owned by Motley Fool but lacks a specific positive or negative catalyst for the company.
2330,2015-04-01,MNST,Slightly Bullish,"The summary mentions Coca-Cola's planned investment in Monster Beverage, indicating a slight positive development."
2331,2015-04-01,MNST,Neutral,The summary lists Monster Beverage as a better-ranked company but lacks a specific catalyst or directional signal.
2332,2015-04-01,GILD,Neutral,The summary mentions Gilead Sciences' role in medical sector growth but lacks a specific positive or negative catalyst for the company.
2333,2015-04-01,GILD,Slightly Bullish,"The summary notes a slight increase in Gilead Sciences' stock price after hours and a 'buy range' recommendation, suggesting a mild positive outlook."
2334,2015-04-01,PEP,Bullish,"The summary highlights PepsiCo's strong portfolio of global brands and appeal to kids, indicating a positive investment outlook."
2335,2015-04-01,CMCSA,Slightly Bearish,"The summary discusses potential negative impacts of a la carte pricing on cable providers like Comcast, suggesting a slight downside risk."
2336,2015-04-02,AMGN,Neutral,The summary lists Amgen among companies with pipeline updates but provides no specific positive or negative details about the updates.
2337,2015-04-02,COST,Neutral,The summary mentions Costco as a bellwether with Q1 reports but lacks a specific positive or negative catalyst for the company.
2338,2015-04-02,MNST,Neutral,The summary lists Monster Beverage as a better-ranked player in the beverage industry but lacks a specific directional signal.
2339,2015-04-02,GILD,Neutral,"The summary discusses AbbVie's acquisition and mentions Gilead Sciences as a recommended stock, but lacks a direct catalyst for Gilead."
2340,2015-04-02,EA,Slightly Bullish,"The summary suggests Electronic Arts as a compelling candidate for long-term growth in a Roth IRA, indicating a mild positive outlook."
2341,2015-04-02,GILD,Bullish,The summary highlights strong growth at Gilead Sciences as a key driver for the Medical sector's performance.
2342,2015-04-02,ORLY,Slightly Bullish,"O'Reilly Automotive is mentioned as a better-ranked stock in the industry, suggesting a positive outlook."
2343,2015-04-02,TCOM,Neutral,"The summary discusses options trading for Ctrip.com with potential returns, but lacks a clear directional signal on the stock's performance."
2344,2015-04-02,DISH,Bullish,DISH Network's addition of HBO Now to Sling TV is presented as an innovative move with positive implications for consumers.
2345,2015-04-02,TCOM,Bullish,"The summary emphasizes impressive growth and significant app downloads for the company, indicating strong potential."
2346,2015-04-02,BIDU,Bullish,Baidu is highlighted for making steady gains due to increasing online shopping trends in China.
2347,2015-04-02,ADI,Strongly Bullish,The summary includes a Barclays upgrade and potential for significant growth due to Force Touch technology in Apple devices.
2348,2015-04-02,ADP,Slightly Bearish,"The summary reports weaker-than-expected job growth data from ADP, indicating potential downside."
2349,2015-04-02,BIIB,Neutral,"The summary mentions Biogen among other companies with pipeline updates, but lacks specific positive or negative details."
2350,2015-04-02,BIIB,Slightly Bearish,"Biogen's stock is reported to be down by 0.4%, indicating a slight negative performance."
2351,2015-04-02,COST,Neutral,The summary mentions Costco as part of the sector but provides no specific positive or negative information.
2352,2015-04-02,CMCSA,Neutral,The summary focuses on Sprint's stock with no direct sentiment or impact mentioned for Comcast.
2353,2015-04-02,DISH,Neutral,The summary speculates on a potential Sprint/DISH merger but lacks concrete positive or negative impact on DISH.
2354,2015-04-02,MU,Slightly Bullish,Micron Technology is reported with a positive price movement and a 'buy range' recommendation.
2355,2015-04-02,CHTR,Neutral,"The summary focuses on DISH's Sling TV and mentions other networks, with no specific sentiment for Charter."
2356,2015-04-03,EBAY,Slightly Bearish,"The summary suggests Groupon's new marketplace could challenge eBay with a different model, indicating potential competition."
2357,2015-04-03,QCOM,Slightly Bearish,"The summary indicates limited adoption of Intel's chips outside ASUS, indirectly suggesting competitive pressure on Qualcomm."
2358,2015-04-03,COST,Slightly Bearish,"The summary notes Costco as a competitor encroaching on Wal-Mart's territory, implying competitive pressure."
2359,2015-04-04,BIIB,Strongly Bullish,"Biogen's BIIB-037 is highlighted as a groundbreaking therapy for Alzheimer's, showing significant potential."
2360,2015-04-04,EA,Neutral,The summary discusses Zynga's challenges and management without specific mention or impact on Electronic Arts.
2361,2015-04-04,DISH,Slightly Bullish,"The summary presents DISH's Sling TV as a competitive option for cord-cutters, suggesting a positive outlook."
2362,2015-04-04,SBUX,Slightly Bearish,The summary indicates lower consumer loyalty for Starbucks' packaged coffee compared to competitors.
2363,2015-04-04,BIIB,Neutral,"The summary focuses on Gilead as the safest biotech bet, with no specific sentiment for Biogen."
2364,2015-04-04,GILD,Strongly Bullish,"Gilead Sciences is highlighted as arguably the safest biotech bet on the market, indicating strong confidence."
2365,2015-04-04,AMGN,Bearish,"The summary positions Amgen as a riskier biotech stock compared to Gilead, suggesting downside risk."
2366,2015-04-04,GILD,Bullish,Gilead's initiation of a dividend is highlighted as a positive move for investors seeking income.
2367,2015-04-05,BIIB,Strongly Bullish,"The summary emphasizes strong smart money interest in Biogen due to its growth and portfolio, indicating significant upside."
2368,2015-04-05,QCOM,Slightly Bullish,Qualcomm's expansion into IoT and other markets is presented as a positive growth opportunity.
2369,2015-04-05,AMGN,Neutral,The summary focuses on Actavis/Allergan with no specific positive or negative sentiment for Amgen.
2370,2015-04-05,TMUS,Bullish,T-Mobile's promotion of a free Netflix subscription with Samsung Galaxy S6 purchases is presented as a strategic move to attract customers.
2371,2015-04-05,GILD,Bullish,The title and summary highlight strong positive sentiment with 'smart money' loving the biotech stock due to organic growth and a robust portfolio.
2372,2015-04-05,COST,Slightly Bearish,"The summary focuses on significant insider selling by the Chairman, which suggests potential lack of confidence in future performance."
2373,2015-04-05,GILD,Bearish,"The summary indicates a potential negative impact on Gilead due to the loss of subsidies under Obamacare, affecting millions of enrollees' ability to pay for insurance and care."
2374,2015-04-06,CHTR,Slightly Bullish,"The summary mentions Charter Communications' involvement in a merger with Bright House Networks, suggesting potential growth through consolidation."
2375,2015-04-06,AMGN,Neutral,"The summary presents a balanced view with potential earnings growth for Amgen but also competitive risks from Celgene, resulting in no clear directional signal."
2376,2015-04-06,CMCSA,Slightly Bullish,"The summary suggests potential benefits for business customers from the Comcast/Time Warner merger, including cost savings, indicating a positive outlook."
2377,2015-04-06,CMCSA,Bullish,"The summary highlights Comcast's launch of a superfast 2 Gbps internet service, positioning it as a strong competitor in the market."
2378,2015-04-06,CMCSA,Neutral,"The summary discusses Dish's Sling TV service with no direct impact or sentiment toward Comcast, resulting in a neutral stance."
2379,2015-04-06,CMCSA,Bullish,"The summary emphasizes Comcast's launch of Gigabit Pro, offering twice the speed of Google Fiber, indicating a strong competitive move."
2380,2015-04-06,CMCSA,Slightly Bullish,"The summary notes a 0.7% increase in Comcast's stock price and ETF inflows, suggesting a slightly positive market sentiment."
2381,2015-04-06,AMAT,Neutral,The summary reports a minor 0.18% decline in Applied Materials' stock price with no significant positive or negative catalyst mentioned.
2382,2015-04-06,EXPE,Bullish,"The summary highlights Expedia's significant $229 million acquisition of a new campus and headquarters relocation, indicating growth and expansion."
2383,2015-04-06,EXPE,Bullish,"The summary notes a 4.1% increase in Expedia's stock price, reflecting positive market sentiment despite broader economic concerns."
2384,2015-04-06,EXC,Slightly Bullish,"The summary mentions Exelon's expansion in renewable energy capacity, aligning with industry trends toward sustainability."
2385,2015-04-06,QCOM,Neutral,The summary discusses Microsoft's Surface strategy with no direct positive or negative impact on Qualcomm mentioned.
2386,2015-04-06,QCOM,Slightly Bearish,"The summary notes a patent dispute with NVIDIA where the decision favors NVIDIA, potentially posing a legal challenge for Qualcomm."
2387,2015-04-06,QCOM,Neutral,The summary focuses on Tiffany & Co. with no relevance or impact on Qualcomm mentioned.
2388,2015-04-06,EQT,Neutral,The summary mentions a former EQT executive moving to another company with no direct positive or negative impact on EQT itself.
2389,2015-04-06,SIRI,Neutral,"The summary reports a minor price decrease and active trading for Sirius XM with a 'buy range' recommendation, balancing out to neutral sentiment."
2390,2015-04-06,SBUX,Neutral,The summary mentions Starbucks ownership by The Motley Fool but provides no specific positive or negative information about the company.
2391,2015-04-06,COST,Slightly Bullish,"The summary highlights Costco's partnership with Amira to boost its organic food business, indicating potential growth in a key market segment."
2392,2015-04-06,DISH,Slightly Bullish,"The summary notes a good start for Dish's Sling TV service with efforts to improve consumer experience, suggesting positive momentum."
2393,2015-04-06,GILD,Neutral,The summary reports unchanged stock price for Gilead with a 'buy range' recommendation but no specific catalyst mentioned.
2394,2015-04-06,GILD,Slightly Bearish,"The summary notes a 0.8% decline in Gilead's stock price, indicating a slight negative market sentiment."
2395,2015-04-06,GILD,Bullish,"The summary describes Gilead as the largest biotech company with significant market value and expected revenue growth, reflecting strong positive sentiment."
2396,2015-04-06,MNST,Neutral,The summary lists Monster Beverage as a better-ranked stock in its sector but provides no specific positive or negative catalyst.
2397,2015-04-06,MNST,Neutral,The summary again lists Monster Beverage as a better-ranked stock but lacks specific information to drive a directional sentiment.
2398,2015-04-06,EBAY,Neutral,The summary mentions eBay in the context of Amazon's delivery service expansion but provides no specific impact or sentiment toward eBay.
2399,2015-04-06,GILD,Slightly Bearish,"The summary discusses a patent infringement lawsuit by Actavis seeking approval for a generic version of Gilead's Letairis, posing a potential competitive threat."
2400,2015-04-06,COST,Slightly Bearish,"The summary focuses on insider selling by Costco's CFO, which may indicate a lack of confidence in the company's near-term outlook."
2401,2015-04-06,BIDU,Slightly Bearish,"The news mentions Baidu trading down 2.3%, indicating a slight negative performance in the market."
2402,2015-04-06,BIDU,Neutral,The news only briefly mentions Baidu as the leading search engine in China without providing any directional impact or performance details.
2403,2015-04-06,MU,Bullish,The announcement of Micron's 3D NAND technology with Intel suggests potential market share growth and innovation upside.
2404,2015-04-06,MU,Bearish,"Micron's stock dropped 1.5% due to revenue guidance falling short of expectations, indicating negative market sentiment."
2405,2015-04-06,PEP,Slightly Bullish,"PepsiCo's stock is reported to be up 1.3%, reflecting a slight positive movement in the market."
2406,2015-04-06,COST,Bullish,"Costco's business is described as being on a tear with high customer satisfaction and record membership renewals, indicating strong positive performance."
2407,2015-04-06,EBAY,Neutral,"The news only mentions eBay as one of the tech companies setting up in Seattle, with no specific positive or negative impact described."
2408,2015-04-07,DISH,Bullish,DISH Network's entry into the OTT market with Sling TV and winning major spectrum licenses suggest significant growth potential.
2409,2015-04-07,DISH,Neutral,The news focuses on Comcast's NBC performance without any direct mention or impact on DISH Network.
2410,2015-04-07,COST,Neutral,The news discusses Wal-Mart's store expansion strategy without any direct impact or mention of Costco's performance.
2411,2015-04-07,AKAM,Neutral,The news references Akamai's report on internet speeds but does not provide any specific positive or negative impact on the company itself.
2412,2015-04-07,SBUX,Neutral,The news mentions Starbucks as part of the consumer services sector without any specific performance or impact details.
2413,2015-04-07,SBUX,Bullish,Starbucks' plan to double its store count in Indonesia and strong revenue growth in the Asia-Pacific region indicate significant upside potential.
